@RELATION tweetSentiment.dev.csv

@ATTRIBUTE Text string 

@ATTRIBUTE CLASS {neutral,positive,negative}
@DATA
'#twitter; for those statuses you�d never post on #facebook"',neutral
'Microsoft CEO says company got ""lucky"" when Yahoo deal fell apart #microsoft #steveballmer http://t.co/qGxn8d2l"',neutral
'@Apple why no Macbook mirroring onto AppleTV via #Airplay?"',neutral
'#Win an @Apple iPod Touch from @Mommy_gaga, get the @Pampers Hello World Baby Memories App! http://t.co/nDRpciY9 #PampersHelloApps"',neutral
'Not even the Durban rain can stop the part. Prime Circle rocking  #Microsoft #techedafrica"',neutral
'Steve Jobs� unconventional #leadership secret - ACC SmartBrief: http://t.co/CY6VxRnF &gt; @Apple #sm #HR #NEHRA"',neutral
'#Microsoft and #Nokia Announce suite of ‘Microsoft Apps’ for Nokia’s Symbian Belle Platform http://t.co/c1YryIFh #WP7 #WP75"',neutral
'My #twitter age is 1 year 148 days 1 hour 15 minutes 56 seconds. Find out yours at http://t.co/hcR3FSpD #twittertime"',neutral
'@AtlantaSnoop yea I�ve seen my #location waaaay off on #google sites. Not a big deal but still strange. #spookygoogle"',neutral
'@apple give me my apps back!!!"',negative
'#microsoft #volume 1 #microsoft powerpoint #procedural syntax http://t.co/InQbcG68 GO! with Microsoft PowerPoint 2007 Volume 1"',neutral
'“@GeeCloud: Congratulations to Softline Pastel (@SageGroupZA) for winning #ISV of the Year at #Microsoft #partnersummit” @SoftlinePastel"',neutral
'My 100 tweet goes to #twitter . Thanks for providing me with another way of keeping me busy during school!"',positive
'New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones"',neutral
'1st public test release for the Roslyn project. http://t.co/0j9ly9Y8 giving APIs to the C# compiler (and visual basic but ..;). #microsoft"',neutral
'RT @ChrisPirillo: Tired of those spammy Twitter DMs? http://t.co/atMIoMoO #twitter #spam"',neutral
'#Microsoft researchers want to turn your hand into a touchscreen: http://t.co/UoPSyLTO | #Institute #University #accuracy #applications"',neutral
'@winnipeg_rt @andkatmy #Winnipeg needs better local news coverage, tired of not being in the know Thanks #twitter"',neutral
'Saw that @apple is covered with msgs 4 steve jobs. Nice to kno ppl r still saying #thankyousteve"',neutral
'Is Google planning to launch its own iTunes rival? - The Times of India http://t.co/1x73o5Yz #google"',neutral
'I wishh #twitter would tell me who retweets my stuff."',neutral
'Google releases 50 new features for presentations in Google Docs: Google is rolling out a s... http://t.co/HkCBc7pm #google+ #googleplus"',neutral
'#ICS"" putting people at the heart""? You have GOT to be joking #Google. Now even copying slogans? Ah I get it, THOSE are not patented ;)"',neutral
'#LOL #google http://t.co/aeJ1Vrgj"',neutral
'RT @imightbewrong: I�m OVER people bitching about the #iPhone4S... I think it�s the smartest phone I�ve ever had and I�m very happy.   : ..."',positive
'#seguridadparatodos is using #Microsoft #Security #Essentials and you? (thx @msftsecresponse) - Our analysis [Spanish] http://t.co/hUt3FQyA"',neutral
'#Microsoft just bought #Skype officially. So how�s the future of #Skype on any other devices/operating systems? :("',negative
'Oh how much do I loathe #microsoft??? An hour to �configure updates� which it is then unable to do so another 20 mins �reverting changes�..."',negative
'How to use Google Alerts to... http://t.co/crMAaAGQ #seo #search #google #hack #sem #it #business #web #marketing #online #yes #hot #winning"',neutral
'the marijuana loud so the hoes follow like #Twitter"',neutral
'#twitter is jumpin as usual :)"',positive
'Will @Apple�s Mac ever properly be used in the financial markets or is it purely a creatives device? Shift from IBM to Mac? #finpanther"',neutral
'@Apple�s #Siri is great but #Google #Android always had that functionality youtu.be/gGbYVvU0Z5s #justsaying"',neutral
'CNET » #Microsoft #OmniTouch allows multitouch input on arbitrary, everyday surfaces (via @andretelles) » http://t.co/fEB4uIMr"',neutral
'@apple karaoke ceel w/ @nandamaulida @putriasmara @galuhoktriana @milatus :p"',neutral
'Ice Cream Sandwich to stop carriers bullying smartphone users #google #android http://t.co/a0wncHmI"',neutral
'@theresamarosy haha k, thought everybody knew #Microsoft sucks."',negative
'#Infosys, #Microsoft team up to offer #cloud #services - http://t.co/9dEVf9Tz"',neutral
'What to Consider When Migrating to #Microsoft Exchange 2010: http://t.co/jmyt6myL #yousendit booth 624 #gartnersym"',neutral
'Personal-finance #security #startup @BillGuard raises $10mn from #KhoslaVentures, Peter Thiel’s @FoundersFund n #Google http://t.co/UdlOQFsA"',neutral
'Infinite Spiral Bookcase for #Google Books looks amazing, interested to see where it is headed: http://t.co/RXWD6sN8"',positive
'#Microsoft knows how to kick off an opening, but I don�t quite see the #edge for Windows Phone or their tablets #iSorry http://t.co/9XDdXN1w"',negative
'@Apple please put the Tab button back in Pages for iPad. That hold my finger down, wait for the insert tab, then touch that for the tab. SMH"',neutral
'Soooooo @VerizonWireless... All eyes on you! When can we order? #Nexus #Samsung #Google #ICS"',neutral
'RT @danysaadia: @ATTCustomerCare @att @apple I already have an ATT wireless line. Can I buy a factory unlocked iPhone 4S with my contract?"',neutral
'#California Governor @JerryBrown declares today #SteveJobsDay in his State. Music video tribute  http://t.co/mNr1HIx2 @mashable @cnet @apple"',neutral
'RT @HersheyTech: @tomcastiglia and @sharepointony now presenting on #SharePoint upgrade planning at our #SharePoint ECM Summit at the #M ..."',neutral
'Apple sells 4 million iPhones in 3 days @apple keep doing what you are doing, because you are doing it well! http://t.co/ZZc6bE0w"',positive
'Very nice trivia game by #Google. Helps you use their search better http://t.co/c5Tu3dZK #fb"',positive
'Yellowgate? Some iPhone 4S Users Complain of Yellow Tint to Screen http://t.co/uaqrxTNk @apple @iphone4s"',negative
'#Android #Google What’s New in Ice Cream Sandwich Android 4.0 http://t.co/z76pv0QV #DhilipSiva"',neutral
'RT @leiboaz: Wow, worst @apple customer service experience ever. Arrogant and inept. Bad combo, Biltmore Apple store."',negative
'Chrome Experiment - WebGL Bookcase - http://t.co/1GNsOwmu #Google"',neutral
'@iancollinsuk @Apple what�s incredible, is that people still buy into apple as world beater�s.....not true anymore."',neutral
'Google updates Nexus site with Galaxy Nexus details http://t.co/LaSn4ol0  #android #google"',neutral
'#Microsoft Boxes Up Two New Xbox 360 Holiday Bundles: With the holiday season just around the… http://t.co/cHyXxdI2"',neutral
'And thanks to TWIT�s AAA crew for the live coverage of the #Google / Samsung announcement!"',neutral
'I lovee #Twitter   #swaag!"',positive
'There is no social media without #Twitter... Who could be #Twitterless?"',positive
'#Job #ICT System Administrator Windows: GSI Consultants, Zug http://t.co/96Vi7GIu #Microsoft #IT"',neutral
'#Samsung #Google announce new phone and then the #Apple #AppleStore goes down.',neutral
'How to install Windows 7 – What to do before start [Part 2]: http://t.co/vvaslUmA via @Pureinfotech #win7 #tech #software #backup #microsoft"',neutral
'I am so done with @Att and @apple �s profitering and lack of customer service, so fucking down with both!!!"',negative
'RT @robakk: Start your private cloud fast with the new HP VirtualSystem for Microsoft http://t.co/XEzz42Z2 #HP #Microsoft #HyperV #Syste ..."',neutral
'#Microsoft are patenting applying personas of celebrities to #Bing results http://t.co/JBmsaU6O"',neutral
'@amaboura the entreprise version of #Microsoft #office365 is not available yet in #Algeria i guess"',neutral
'Reader �Tronman� compares #SteveBallmer to an albatross around #Microsoft�s neck.  Do you agree?  Join the discussion! http://t.co/2iJK0VB3"',negative
'#Siri I could have done with out its not that great #iPhone4S I hear the #iPhone5 is coming out #2013 @apple.inc"',neutral
'The #iphone4s is  amazing. Siri�s voice recognition is absolutely a step above previous attempts. Bravo @apple"',positive
'#Kinect -projector makes all surfaces touchscreen #ar #touch #microsoft #xbox360 #gaming #games  http://t.co/67CMvCki"',neutral
'#Google announces dates for 2012 IO http://t.co/90xoKyQN"',neutral
'Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft: A rumor has surfaced that sugg... http://t.co/wHDrAQO4"',neutral
'#iMessage is here wid iOS5 RIP #BBM @cultofmac @apple"',neutral
'Follow @whymicrosoft for insight on #Microsoft solutions which drive productivity for people and their organizations"',neutral
'RT @JamaicanIdler: Lmao I think @apple is onto something magical! I am DYING!!! haha. Siri suggested where to find whores and where to h ..."',positive
'@Apple, Y U NO LET ME PRE-ORDER IPHONE 4S?"',neutral
'@Apple store dude ""i hear an accent where ru from?"" me ""no from ct, but ur not 1st 2 tell me that"" dude ""maybe its... http://t.co/93Ztje8p"',neutral
'Time for bed good night #twitter"',neutral
'The competition: #Google introduces #Android 4.0 Ice Cream Sandwich and the Galaxy Nexus http://t.co/4vGGHF43"',neutral
'Seriously - I have absolutely no offing clue what @Apple means by ""authorization"", nor how to do it."',negative
'&lt;3 u #microsoft!!!"',positive
'WHERE THE HECK IS THE @ANDROID SOURCE CODE ?? WTF #GOOGLE"',negative
'@briannaa___ Pls let us know if you need help w/ music marketing promo. We got #Twitter & #Youtube on lock. http://t.co/8HFfjJv5"',neutral
'Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL"',negative
'@robcollingridge @Apple @Google and with a URL that works http://t.co/vGSf529q"',neutral
'@GForbz3 ma g wass good with you!! Didn�t even kno you was on #twitter when was the last time you touched down in the city??"',neutral
'This good here iPhone will do me VERY well today. Thanks to the gods that are @apple."',positive
'Very nice trivia game by #Google. Helps you use their search better http://t.co/ikN087ZE"',positive
'RT @elearnnet: #microsoft #edu Microsoft�s Kinect brings �playful learning� to the Xbox 360 - The Guardian http://t.co/MW22MJOG"',neutral
'should be studying/ doing work but no I�m hold with @apple HURRY THE FUCK UP! #nopatience"',negative
'.@chrispirillo Re. #twitter 1,402,239 positive opinions http://t.co/uUd7ea3v? vs. 688,546 negative http://t.co/Q7Kf5xKz?"',neutral
'Deár iCloud I HATE U , AND I HOPE YOU DIE , YOU ARE THE WORST FUCKING INVENTION IN THE WORLD , FUCK YOUUUUUUUUUUUU #iCloud @apple @stevejobs"',negative
'Swaagg me outt #twitter"',neutral
'Love the template name #Microsoft... Everyone that does #SharePoint, go to your site�s /_layouts/xsl/internal.xsl for a laugh."',neutral
'How to oranise and sort your emails with the categories feature in #Microsoft #Outlook - http://t.co/NSpqbzFZ"',neutral
'.@allie_hooker #Microsoft has the edge in its cloud integration across its different platforms. Tablets still definitely lag behind though."',neutral
'And @Apple I still have an old MBP from 2006 which I use - which can�t run #Lion, I still like to sync it!"',neutral
'WOW that #AmberCole video hit #Google!! I�m done haha....."',neutral
'Told myself I was in the bed #early tonite & somehow I end up back in the computer lab on #Twitter...smh guess it�s the #Gemini in me"',neutral
'Steve Ballmer slams Android #microsoft #steveballmer http://t.co/iYTWIZzv #microsoft"',neutral
'@KaeKaed @Apple Here is an easy way to put Newsstand in a folder http://t.co/yVXmWIbI"',neutral
'The takeaway from the @Apple earnings call?  Even Apple needs a new iPhone release every 12 months to stay competitive. cc: @hblodget"',neutral
'I did the best of everyone who failed - Bill Gate #Microsoft"',negative
'#Microsoft ’s new “great to be a family” #adverts begin to air, including #Office2010 #Windows7 and #WP7.',neutral
'Steve Ballmer: Bunch of new Nokia Windows Phones coming next week http://t.co/8F2FVygU via @esphoneblog #wp7 #nokia #microsoft"',neutral
'dammit, listening to siri is making me want to upgrade. well played @apple."',positive
'Is it bad if I just want it because its called the #icecreamsandwich ?http://t.co/Wt3C2rP1 #android #sansung #google"',neutral
'The great tech battle ft @facebook @amazon @apple and more http://t.co/ws4lWWXy via @fastcompany"',neutral
'#Google is introducing #GalaxyNexus. You can unlock you phone by smile. Other then that....get an iPhone."',neutral
'the nice guy at the @apple store replaced my phone gratis when I showed him the hairline  crack on the screen. thanks @apple"',positive
'I don�t see the point of following a news station on #twitter if there�s breaking news people are gunna tweet about it anyway #obvs"',neutral
'#Google WebGL Bookcase: Google WebGL Bookcase. Google developed a WebGL app that shows a 3D model of a bookcase ... http://t.co/y8HC6kzB"',neutral
'I like #twitter"',positive
'I wonder if I tweet Bill Gates he�ll fix my laptop... ',negative
'have to finish faster the only way is to google it!!!! #google :D"',positive
'The line at the @apple is just STUPID"',negative
'Why do Linux fanatics want to make Windows 8 less secure? http://t.co/OGkaYZO7 #linux #microsoft"',neutral
'@SGarney I put the picture up on #twitter. I did it cause everyone on twitter is cool and your not. #getsamanthaofftwittereveryone"',neutral
'#Microsoft excludes #tablets from its holiday advertising push http://t.co/QlArpUaT"',neutral
'RT @ahhfuckitsguss: #twitter can be so useful on letting out your feeling when you cant in the real world ."',positive
'Dostupan SDK - WOW R.E.S.P.E.C.T. #Google #IceCreamSandwich"',positive
'#Microsoft #Cloud Windows Intune: Microsoft Offers Cloud Partners New Incentive ...: ... calendar year, whi... http://t.co/ufI0YlL7 #TCN"',neutral
'after being on hold with @apple for the last 30 mins, i really like their music selection of on-hold music. White Stripes, Ray Lamontagne..."',neutral
'RT @SawyerHartman: I FU*KING LOVE YOU @APPLE this phone is the best thing ever !! SIRI = BEST THING EVER MADE"',positive
'Samsung Galaxy Nexus announced, full specs available  http://t.co/0Nd3LiwV  #samsung #galaxy #nexus #google #android #ics #thetechcheck"',neutral
'The Great Tech War Of 2012 - http://t.co/OY8PuVhP #Apple #Facebook #Google #Amazon"',neutral
'@Katieec7 lmao I love it please be on #twitter all the time so I have another friend to @mention"',neutral
'screw you @apple iOS 5. I can�t download this crap, and I�m tired of trying. Get this problem figured out about my connection timing out"',negative
'Facebook and #Twitter Off"',neutral
'#Microsoft CEO #Steve_Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/D0u2o9nZ"',neutral
'Why Ice Cream Sandwich Might Make Things Worse - �#Google needs to look to #Microsoft as an example� http://t.co/7UXWvH6h via @pcmag"',neutral
'I keep forgettin how much i really like #Twitter lol"',positive
'“@Blue_Chipperz: This nigga need to go to #Twitter Jail”DAAAYUM DOG !! lOl"',neutral
'@leg3nd @apple the new iPhone?"',neutral
'#Google Buzz to the junkyard along with four other services including Jaiku http://t.co/XzxMHuuu &gt; liked Jaiku"',neutral
'Any #Microsoft trainers in Oxfordshire who offer free training to local charities? Unfortunately out of my catchment area @Makethatlink"',neutral
'I am quickly falling in love with #Apple #iCloud. Finally a web-based solution to wave my old #Microsoft Outlook bye-bye"',negative
'@cloudnewsindia The War of #Email #Cloud Computing: #Google vs. #Microsoft http://t.co/zu9pSwSG"',neutral
'Great Tech War of 2012 http://t.co/64jGRoBp @FastCompany profiles @Amazon @Apple @Google @Facebook on @CNBC /ht @philsimon"',neutral
'RT @fredbenenson: Hey @twitter and @apple, this is pretty dumb. http://t.co/kubkPO0T"',neutral
'Waited in line for nothing, fucking genius @Apple called an app for ""John"" not ""jean"" stop fucking up my name im not a French boy. #PCam ..."',negative
'@gsmarena_com Talk, talk, talk... release the phone already, before they are completely obsolete #Nokia #Microsoft"',neutral
'#Free Genuine Copy #Microsoft #Windows 8 Pre-Beta #OS: I don’t know how long it’s been out… http://t.co/EY8GOIrk"',neutral
'Cant build a website. Get a #Google website #Free ! http://t.co/7qUy4uOU"',positive
'#skype is now part of stupid #microsoft it seems"',negative
'#Twitter must be sharing, caring, interacting, socializing...Don&#39;t K+ does who ignore you...Give  a K+ to thise who truly are #social"',neutral
'My cuz @Robbase101 is new to #twitter drop him a follow and show him some love. Esp if you like #Canes #Jets #Yankees & #Knicks #sports"',neutral
'@Teah2015 I had to inform my #twitter account that you weren�t a stranger and give you permission to see my stuff. Not sure why that is.."',neutral
'@king_fizzy & @_Bigrob step your #twitter game up @elijahcrago is starting to catch up"',neutral
'#Microsoft dishing out free first-gen WP7 handsets at its stores http://t.co/cvfWMvmO"',positive
'Microsoft�s Steve Ballmer attacks Android phones http://t.co/ExByurKL #windows #android #microsoft #google"',neutral
'@Lisa_Marie1987 shhhh. the evil sith lords @apple may hear you ha!"',negative
'RT @sholliman: #SIGSource #Microsoft�s Tami Reller says get on the bus and if you don�t want to be on the bus, get off the road."',neutral
'we strongly recommend students that are following us to sign up for the #imaginecup 2012 contest! http://t.co/ytn5OHym #microsoft"',neutral
'#twitter is not #eharmony"',neutral
'Good luck to #CPG team RT @MindTree_PR: #MindTree Introduces mPromo #TradePromotion Solution on #Microsoft #Azure http://t.co/aTNnITtt  #CGT"',neutral
'#Microsoft drops developer preview of its ‘Roslyn’ compiler http://t.co/niSKSmL4"',neutral
'RT @bcopher: Anyone know where I can get a free trial of #microsoft #frontpage for #mac?"',neutral
'#Google thinks your digital books belong on a digital bookcase - a #WebGL #Chrome experiment http://t.co/2LqpqF6F"',neutral
'Massive Galaxy Nexus/Ice Cream Sandwich Recap. - http://t.co/I8SW5Udz #galaxynexus #Google #ics #Samsung"',neutral
'RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.c ..."',neutral
'On Google+ then go here http://t.co/hhAmwm8K #GPlus #Googleplus #Google #teamfollowback #socialnetwork"',neutral
'RT @Lecko_alx: My #twitter age is 2 years 94 days 1 hour 40 minutes 33 seconds. Find out yours at http://t.co/spItzFcx #twittertime"',neutral
'enjoy  #Twitter Buzz Builds for the #Occupy_Wall_Street Movement [CHARTS] http://t.co/vKjwATSr great"',neutral
'I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!"',neutral
'A Web service developed by #Microsoft Research lets people curate their own personal history | http://t.co/TYAdzHQx"',neutral
'SO I HAD HER MAKE A #TWITTER SHE�S HOT & SEXY EVERY ONE FOLLOW ONE 1 MA NEW FOLLOWER�S @Rocioo08 LEGOOO! ! !"',neutral
'♻ @waynp:  Not the MS hate bit tho. &lt; Waddya mean? #microsoft sucks bonobo monkeys� asses... #Linux roolz. For the extremists, there�s #BSD"',negative
'Set up an environment where you get innovation. Share those expectations with your suppliers. #SIGSource #Microsoft"',neutral
'@BenFolds p.s. I would have never used the word ""playa"" over ""player"" if #Twitter wasn�t so restrictive..."',neutral
'#Google unveils what�s new in #Android 4 �Ice Cream Sandwich� http://t.co/uOLAYieA"',neutral
'RT @HowardMortman: .RT @edatpost: .@Apple fan Eric Holder spotted at the Genius Store http://t.co/7vZSIXpy"',neutral
'IHS: iPhone 4S shows key design and component changes. http://t.co/Y3Mali6y  @apple #apple #iphome4S #ios5"',neutral
'#Microsoft CEO Steve Ballmer on Not Buying Yahoo: “Sometimes, You’re Lucky” » http://t.co/pxHqdSav"',neutral
'@vlingo is a POOR substitute for Siri!! Yo @APPLE, gimmie Siri!!!!"',neutral
'#google #icecream #galaxy #nexus http://t.co/gkoHBpN8"',neutral
'I love my #twitter name."',neutral
'Good night #Twitter Off(:"',neutral
'Goodnight, #Twitter."',neutral
'Night at the Roxbury with Gates and Ballmer  http://t.co/RSZAL40S #funny #video #gates #ballmer #microsoft"',neutral
'It�s a good thing @apple has not came out with an iCar because I would be in line for one and im sure it would be expensive"',neutral
'RT @imason_inc: Search Governance in #SharePoint 2010 http://t.co/dPlbPQHO #microsoft"',neutral
'@IGoHard_NoBONER Yooooo ""Mena Malia"" lOl I love your #Twitter name"',neutral
'Is #Google Down? http://t.co/wFrzKYsN via @Ejunkie Good for #Bing, #Microsoft ’s investments paying off"',positive
'Google Earth Helps Locate Salmonella Hotspots http://t.co/mcz9RSDf #google"',positive
'Esse prof acha que ninguém sabe mexer no #microsoft word"',neutral
'Probably the best #IceCreamSandwich (yet)! #Samsung and #Google�s event live blog by @engadget! Why haven�t I switched to #Android again?"',positive
'Yeni Galaxy Nexus - http://t.co/QZcbA4Bx #google #galaxynexus"',neutral
'A must read article on @fastcompany about @Apple, @Facebook, @Google, and @Amazon technology war in 2012  http://t.co/nxc7Wo4S"',neutral
'@SteveJobs being honored tonite @Apple...A truly great loss to the world.He will so be missed"',positive
'Can someone explain to me how the hell iMessage differs from a text message? @Apple"',neutral
'@WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest ping me w/questions #in"',neutral
'Thanks 2 my new #Twitter connections! @ecogreenvalet1,@brunodgama,@inez260,@moniqueprothero,@leviti09,@ChristyJBPL,@TonyMicheal, Chk Em Out!"',neutral
'OMG @apple WHY THE FUCK DID YOU DELETE ALL MY MUSIC YOU DICKS"',negative
'PC Podcast 39 (#GITEX, #Microsoft #Surface) | http://t.co/RsccE99M http://t.co/EyLVACYn',neutral
'RT @Maven_Infosoft: #Patent Wars: #Google vs. #Samsung vs. #Apple vs. #Motorola vs. #Microsoft vs. #Oracle -  http://t.co/PjxURwrp"',neutral
'The Scribble SharePoint Blog: SharePoint 2013 Workflows. Maybe Microsoft can buy Nintex? #Microsoft #SharePoint #SP210 #Workflow #Nintex"',neutral
'I sware to go, #windows and #microsoft will be the death of me...I don�t know why I keep giving windows (cont) http://t.co/3rkOchzr"',negative
'@THEmattbruening Took your #Twitter virginity. #bitch"',neutral
'Steve #Bullmer says it�s hard for him to get excited about #android phones...even though #Microsoft makes loads of money off of their sales."',neutral
'&lt;3 #ios5 @apple"',positive
'RT @Stephaniezogrh Samsung, Google Unveil Latest Android OS, Phone - PCWorld http://t.co/0dkQs3h3 #Android #Samsung #Apple #Google #tech"',neutral
'Jet Car Stunts Xbox Live game for Windows Phone released http://t.co/O3hYxBxh #wp7 #xbox #microsoft"',neutral
'Join us Wednesday Nov. 2 for a webinar featuring #Microsoft #Lync deployments with #snom #UC. Register today at http://t.co/B1pr1kIX #VAR"',neutral
'@tando_m @nonimsi sorry to butt in but there is one :) I can�t remember what it�s called though. #Google"',neutral
'I promise this iPhone been at 1% battery for the last 3 hours. I see you @apple."',neutral
'What could a bookcase look like in 10 years...maybe this? http://t.co/i6YWQ7oR  #google #books"',neutral
'@karth_vader_ when did you change your nick again? I no longer see any of your tweets on my timeline. Anything wrong with #twitter?"',neutral
'#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!"',negative
'#Microsoft researchers want to turn your hand into a touchscreen',neutral
'Well at least the @apple store has amazing call waiting music! #need4s"',positive
'@thiagozito #Twitter, #MsN, #Orkut #Facebook & o Principal #Musicaa Haah�"',neutral
'See @Apple, that what�s happen when you release iPhone 4S with same crappy design as the old phone!"',negative
'Not a #Microsoft fan but this is cool. Video: Turn any surface into a #touchscreen http://t.co/yy1hNrbQ"',positive
'RT @rinconindia: #OpenText #Alchemy Client programs are now compatible with #Microsoft #Office #2007."',neutral
'I want to be a #Twitter Cypher."',neutral
'@robert_terpstra no worries bud, ps: they�re saying that the 4s is having a lot of network issues right now. (I�m @apple for mac problems)"',negative
'#OkUPrettyBut you never talk shit on #Twitter @HannahMcCall1 :)"',neutral
'Microsoft CEO Steve Ballmer Looks Ahead at Social, Mobile Plans | Adweek http://t.co/jEENZQDw #tech #apple #microsoft"',neutral
'IHS: iPhone 4S shows key design and component changes. http://t.co/6tfiGiDV  @apple #apple #iphome4S #ios5"',neutral
'Galaxy Nexus Vs iPhone 4S: Which smartphone wins? http://t.co/bF6QUCwt via @productreviews #galaxynexus #iphone4s #google #apple #ics"',neutral
'Yeah, there�s no @apple twitter account."',neutral
'RT @Microsoft_EDU: Quality education is vital. Attend #Microsoft & #Desire2Learn session at #EDUCAUSE http://t.co/hlRxf2dF #EDU11"',neutral
'#Microsoft CEO Steve #Ballmer on Not Buying #Yahoo: “Sometimes, You’re Lucky” http://t.co/7TEtDPP9"',neutral
'@apple should make Siri avalible for all devices not exclusive to the iPhone 4S"',neutral
'My next phone samsung galaxy nexus. Ice cream sandwich 4.0. #android #google http://t.co/mjYSLzie"',neutral
'How to Keep Up With Over 100,000 #Twitter Followers http://t.co/XD5GST4L for those of you with this many tweeps rock on, i�m not there YET=)"',neutral
'@DickCostolo says daily #twitter signups have TRIPLED since the new @apple #iphone4S came out"',neutral
'Many new features for Android. #NexusPrime #Google"',neutral
'After a week or so with @Apple�s #iOS5 I�m considering going back to #jailbroken 4.2 - same features as 5, plus more. Not as stable, though."',negative
'RT @thedroidguy: #Google announces dates for 2012 IO http://t.co/90xoKyQN"',neutral
'#Ballmer On Not Buying #Yahoo: “Sometimes You’re Lucky” via @techcrunch http://t.co/MrjkOXnO #Microsoft"',neutral
'@MSPartners can join: Small Business Specialist Community (SBCS) http://t.co/IlQPKEz0! #Microsoft #MPN"',neutral
'Nokia employees still worried that Elop is a Microsoft mole http://t.co/n4Cpu3vj #microsoft #windows"',negative
'#twitter be making my ass stay up later than planed"',neutral
'RT @DarkoIvancevic: How #Google Ventures Chooses Which Startups Get Its $200 Million http://t.co/9WDpnVDR"',neutral
'Well the event is now over, time to change my pants #Google #Android #Samsung #Jizz"',positive
'#twitter off :) good night for everybody !"',neutral
'Any surface touch http://t.co/ymNtCIKG #Microsoft #Technology"',neutral
'Upgrading my #iPad to #iOS5. When @Apple said it could take a couple of hours to install and restore it, they weren�t kidding."',neutral
'@Apple main office is #nowplaying  ',neutral
'As tribute to Steve @apple, i�d consider renaming #Siri to Steve - he�ll get your #Jobs done!  Forever remembered for his legacy."',neutral
'#Microsoft #Cloud Steve Ballmer At Web 2.0: Microsoft CEO Disses Android, iPhone: According to GeekWire, Ba... http://t.co/5L3vWLZJ #TCN"',neutral
'#Microsoft #Dynamics GP soon to offer 64-bit Hyper-V images only : http://t.co/82CFFcHZ"',neutral
'Need to study vocabb :/ ',neutral
'The new #google phone. Yoooo http://t.co/sr4sCat7"',neutral
'Reader �Tronman� compares #SteveBallmer to an albatross around #Microsoft�s neck.  Do you agree?  Join the discussion! http://t.co/DFFkvnSJ"',negative
'@apple AirDrop #fail - Immediate ""declined your request."" every time"',negative
'Jus updated my computer to Windows 7 .....I�m on thanks to #microsoft"',positive
'on oovoo with @_LoveIsThe_Ki dumb ass #excuseme #twitter"',neutral
'@notleifgarrett @apple wished their on hold music played ""Pictures of You""."',neutral
'#Retail friends, follow @MicrosoftHelps on #Twitter.  A GREAT resource and the official account for @Microsoft #CustomerService & Support!"',neutral
'For all the bookworms out there! http://t.co/Mx2bMy3o #Google’s Infinite Bookcase: An Abstract Browser For Limitless Libraries #technews"',neutral
'- My Cute Friend @MelodyBtcc Finally Got A #Twitter :)"',neutral
'Watch new technology under development of #Microsoft http://t.co/fQlhyAat"',neutral
'@apple took my Siri and made it exclusive to iPhone 4S  #SoRude"',negative
'#Google sets alternative to #Microsoft http://t.co/EqAzzbcz"',neutral
'RT @Saptha: When u dine with a customer u shoukd never explain abt solutions unless he ask , M$ never lean the concept #microsoft #fail"',negative
'Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar!   http://t.co/mSWX6Eo6   #android #google #nexus #BigMAMA"',positive
'is #google the next innovators ?"',neutral
'RT @herahussain: @RickySinghPT got a new backside for my eye phone! V impressed with @apple"',positive
'RT @sharepoinTony: @hersheytech @kofax @collabware @avepoint @nintex engaged w &gt;40 customers #SharePoint ECM Summit at the #Microsoft ..."',neutral
'#google #IceCreamSandwich #Samsung #Updates #Android | ',neutral
'RT @hofmania: I just paid someone to wait in line at the @apple store this morning for me on @zaarly #putapriceonconvenience #iphone htt ..."',neutral
'RT @mashable #Google Launches #Android Ice Cream Sandwich OS http://t.co/zxfeb0ld"',neutral
'I made a reservation and yet I still have to wait in line. Humpt! Oh @apple (@ Apple Store w/ 2 others) http://t.co/JZmVBdNm"',negative
'Laundering Ari�s iPhone not my finest moment. But after drying in bag of (organic :-) rice for 4 days it booted up!!!!!!!!!!! @apple"',positive
'#Android #Google Samsung Galaxy Nexus official hands-on [Video] http://t.co/6GX3R9MT #DhilipSiva"',neutral
'@Cyruss1989 @wpcentral I think they�re referring to the obvious  partnership between #Microsoft and #Nokia aka #Bing and #Navteq."',neutral
'RT @mattimooz: I�m at #microsoft and been served #cake for lunch, ok not just cake but its definitely involved. You live a good life @bennuk"',neutral
'anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment"',negative
'@apple why isn�t my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!"',negative
'Boa noite #Twitter (:"',neutral
